Node_ID,x_int,y_int
5908,96306,99208
5909,94713,20039
5910,157669,220080
5911,107686,178046
5912,227945,17873
5913,110544,96772
5914,244055,256001
5915,78162,179566
5916,106890,157992
5917,206056,-554
5918,152207,281666
5919,42390,160535
5920,170153,119068
5921,237321,177481
5922,161271,377440
5923,45125,237103
5924,152774,11744
5925,40211,310368
5926,218437,327605
5927,90024,408490
5928,209347,221259
5929,12167,274960
5930,116945,20025
5931,149988,390263
5932,246382,286801
5933,178844,369861
5934,99671,101810
5935,109842,168935
5936,2542,30390
5937,239070,376886
5938,140377,127103
5939,217867,19819
5940,161444,75003
5941,8525,301843
5942,11398,132753
5943,157599,280502
5944,132672,12788
5945,215790,310608
5946,246305,111522
5947,78984,296003
5948,28785,31498
5949,143003,326042
5950,190854,396725
5951,117660,24260
5952,92848,113243
5953,232219,411953
5954,62344,183769
5955,169233,286481
5956,226618,229466
5957,160074,238224
5958,15284,101208
5959,168310,346311
5960,222789,50614
5961,180213,358552
5962,120774,252666
5963,104104,227357
5964,79300,112638
5965,166415,363199
5966,40581,241315
5967,31440,3823
5968,185911,125651
5969,83598,59823
5970,3926,345899
5971,182399,61004
5972,224308,45821
5973,196011,59166
5974,3712,384973
5975,87260,317285
5976,208286,145146
5977,145563,111147
5978,214488,265183
5979,177053,221285
5980,192901,174797
5981,207437,80704
5982,18955,394367
5983,244645,347416
5984,106647,163498
5985,19563,256082
5986,169586,352104
5987,232717,53051
5988,158119,383387
5989,79031,298720
5990,17067,144776
5991,162561,50338
5992,102242,163558
5993,126138,392100
5994,203318,18813
5995,27490,176481
5996,131037,206789
5997,4764,289885
5998,5440,43743
5999,55744,116151
6000,136681,331701
6001,38040,59348
6002,61675,258983
6003,71839,390627
6004,12154,387766
6005,179040,409865
6006,112638,153224
6007,50192,14158
6008,158782,79639
6009,12470,3773
6010,96815,59325
6011,131019,370397
6012,159085,387447
6013,210097,76766
6014,123350,168315
6015,86060,139696
6016,91736,196944
6017,91393,287874
6018,52286,354520
6019,200750,123489
6020,125099,431523
6021,80788,222553
6022,124896,244034
6023,123849,2501
6024,133180,54682
6025,210063,420265
6026,134562,380314
6027,18245,225764
6028,237842,156974
6029,201545,430790
6030,158927,295599
6031,177403,3260
6032,159215,169551
6033,17209,-949
6034,22801,82756
6035,94634,94028
6036,73918,34590
6037,64793,340374
6038,136969,75207
6039,108695,171017
6040,145771,403360
6041,8510,120033
6042,214277,20455
6043,222514,51961
6044,81038,399781
6045,67656,236740
6046,123841,57147
6047,111081,366293
6048,189406,64646
6049,23648,154073
6050,198115,164544
6051,186761,220739
6052,186575,77919
6053,29393,79641
6054,29152,217150
6055,180336,349775
6056,45477,256932
6057,172500,180061
6058,93279,316876
6059,205307,311308
6060,192478,348549
6061,27396,215237
6062,146273,95578
6063,222365,264482
6064,232537,364843
6065,68522,112651
6066,74645,3776
6067,42792,327402
6068,84915,123031
6069,95033,219979
6070,179471,392479
6071,181678,100678
6072,6590,356827
6073,185667,55054
6074,160354,408758
6075,146144,88446
6076,84429,254497
6077,93359,56397
6078,162656,236870
6079,20546,72741
6080,227346,224538
6081,60825,260819
6082,64552,73505
6083,209559,329983
6084,91572,244013
6085,247689,7210
6086,30292,430820
6087,97435,331963
6088,156099,154313
6089,50313,107562
6090,24640,351045
6091,49649,155584
6092,51624,118258
6093,230143,252743
6094,234929,229079
6095,172643,269388
6096,21458,424897
6097,30462,170253
6098,122197,415527
6099,104583,374448
6100,152417,285840
6101,172103,124437
6102,162332,158543
6103,177735,263206
6104,81884,291390
6105,176770,20757
6106,38630,104274
6107,41939,120856
6108,187283,183569
6109,94718,156141
6110,157441,247842
6111,119111,76072
6112,115910,391904
6113,52664,222740
6114,120947,78427
6115,11874,209002
6116,213652,41024
6117,202739,12210
6118,19550,255457
6119,41210,413353
6120,45725,163943
6121,20963,176313
6122,82393,146405
6123,6032,265500
6124,79384,74440
6125,5447,53057
6126,66728,144827
6127,187643,358482
6128,122290,323380
6129,56777,228990
6130,138203,270354
6131,118391,167069
6132,233664,107723
6133,97653,2365
6134,49297,377743
6135,111415,237648
6136,98169,164380
6137,52488,24021
6138,141919,314126
6139,116268,124768
6140,221557,74960
6141,43152,202046
6142,97390,103925
6143,158250,54113
6144,8939,238236
6145,78167,318502
6146,17692,400307
6147,216547,35780
6148,128560,218231
6149,210712,199473
6150,86389,104701
6151,137379,167014
6152,79863,357457
6153,88095,39658
6154,7930,232553
6155,195387,317601
6156,170854,40965
6157,194408,385661
6158,91410,290942
6159,79955,181075
6160,129264,240155
6161,149036,319611
6162,210242,103766
6163,172020,349721
6164,57285,415946
6165,168790,347335
6166,198843,191365
6167,75936,64812
6168,197353,420504
6169,245030,249193
6170,91229,104819
6171,32787,409968
6172,107444,82493
6173,5305,103820
6174,194955,104949
6175,20186,33257
6176,40923,-1720
6177,244436,210642
6178,58041,257973
6179,208260,363417
6180,145353,394037
6181,133692,55969
6182,246446,378248
6183,40510,228870
6184,57909,224708
6185,170167,217667
6186,131070,257691
6187,181165,82824
6188,138167,370548
6189,226192,310831
6190,92884,115046
6191,56468,315397
6192,224656,178517
6193,52570,12736
6194,175638,103778
6195,107642,220952
6196,145106,140200
6197,201828,249911
6198,25164,155821
6199,212876,147157
6200,150877,227003
6201,6800,137691
6202,48489,418197
6203,10931,72921
6204,238979,268539
6205,109857,84469
6206,128935,255005
6207,73115,254656
6208,102613,80756
6209,7006,225255
6210,210764,118774
6211,166392,23513
6212,68407,102819
6213,149418,186314
6214,149344,272679
6215,198805,19031
6216,84045,136776
6217,118757,416805
6218,147343,346609
6219,24753,375450
6220,31986,183247
6221,185714,231121
6222,120856,315165
6223,240431,296114
6224,194142,243876
6225,87392,248085
6226,194043,258952
6227,170882,50128
6228,136061,137597
6229,41439,157833
6230,78119,95788
6231,57497,76819
6232,166076,334952
6233,202167,316774
6234,22088,5426
6235,40988,290775
6236,35516,193782
6237,22708,277726
6238,234487,-513
6239,37985,212238
6240,198873,308274
6241,229176,127898
6242,89947,176871
6243,154161,354680
6244,109250,302574
6245,23007,78893
6246,240712,64302
6247,176150,94141
6248,218519,183969
6249,12189,377193
6250,152126,409955
6251,107652,144225
6252,81653,403101
6253,161854,123476
6254,25325,308396
6255,142782,9219
6256,48016,193125
6257,59463,298662
6258,219637,331168
6259,9072,32678
6260,24646,121412
6261,74503,105417
6262,33508,415514
6263,32866,272910
6264,180176,125362
6265,122175,210758
6266,76484,303050
6267,115335,294744
6268,235834,228102
6269,28542,293377
6270,225800,97619
6271,109191,339367
6272,84154,146856
6273,30073,41022
6274,21188,160545
6275,177801,136239
6276,145269,215
6277,225659,90406
6278,212894,81683
6279,20972,263159
6280,239767,243600
6281,43626,51529
6282,9901,177371
6283,127503,-1888
6284,117700,143649
6285,15663,326219
6286,29942,10515
6287,221401,20155
6288,214324,226914
6289,78208,305914
6290,184063,132563
6291,210414,295430
6292,49606,425344
6293,74644,32487
6294,26235,78
6295,5131,329773
6296,230877,113104
6297,181745,399958
6298,237452,211729
6299,65296,345729
6300,221519,141595
6301,43676,266139
6302,31067,19724
6303,6843,394313
6304,51885,3739
6305,141330,352317
6306,96859,4985
6307,38097,197405
6308,174064,261200
6309,113062,161023
6310,56811,334564
6311,65444,198839
6312,15828,379704
6313,87409,254748
6314,93611,48868
6315,105803,333523
6316,227497,232446
6317,2249,123668
6318,5637,414591
6319,23692,168412
6320,162383,274125
6321,87979,185077
6322,215387,259078
6323,192633,46170
6324,172295,8934
6325,7955,394893
6326,9772,235019
6327,150093,349423
6328,224041,255715
6329,28738,101557
6330,208797,308589
6331,166377,131642
6332,21962,424744
6333,17016,263642
6334,233420,183107
6335,24322,59218
6336,149287,348783
6337,219579,6180
6338,101430,120098
6339,204581,246729
6340,242174,359556
6341,240388,344781
6342,99162,70675
6343,54139,404477
6344,224721,69346
6345,158170,101712
6346,240632,236120
6347,226187,158656
6348,205256,71550
6349,109199,202060
6350,66885,315345
6351,110025,284734
6352,153744,371990
6353,237603,168952
6354,189997,85699
6355,19716,327778
6356,12173,296267
6357,230058,81322
6358,22266,300029
6359,135314,113572
6360,71778,322859
6361,19605,126922
6362,64331,285935
6363,120576,161959
6364,233354,284044
6365,221977,79344
6366,34726,189375
6367,21826,80288
6368,182377,280488
6369,163984,275387
6370,67887,99088
6371,86074,7163
6372,99193,314164
6373,141613,155187
6374,247427,371436
6375,155023,355247
6376,207799,201706
6377,170758,354449
6378,170912,373848
6379,114287,388225
6380,163242,63161
6381,178271,167180
6382,188723,64169
6383,10924,258415
6384,61089,385425
6385,26650,19405
6386,121051,263001
6387,28688,392283
6388,104364,393260
6389,50344,64692
6390,16287,304916
6391,158768,372657
6392,227071,85978
6393,227727,141314
6394,55010,106893
6395,97379,267139
6396,234233,193449
6397,10197,148715
6398,50226,250001
6399,215943,251826
6400,84033,167613
6401,198337,206537
6402,26303,255542
6403,65322,363305
6404,72663,49000
6405,137708,305085
6406,166386,88132
6407,173588,143153
6408,180840,315118
6409,38677,302240
6410,19445,17311
6411,7275,407427
6412,35327,218906
6413,174736,306117
6414,207472,88277
6415,215617,121769
6416,194118,178249
6417,39239,155429
6418,240870,249724
6419,170783,304064
6420,118114,247178
6421,244904,4713
6422,205994,350791
6423,201492,186470
6424,22140,120780
6425,13778,352614
6426,90309,389105
6427,71490,152350
6428,121809,351598
6429,131795,176930
6430,101538,111467
6431,2496,415660
6432,230639,398499
6433,227455,343097
6434,139293,48580
6435,86363,292010
6436,85220,214566
6437,26987,12633
6438,169069,142138
6439,131389,322557
6440,184028,155672
6441,50725,332597
6442,114819,36026
6443,185566,386589
6444,48339,191414
6445,154951,180841
6446,54703,207828
6447,178109,403869
6448,193181,174108
6449,45121,98000
6450,52755,147900
6451,65467,1
6452,87207,255994
6453,89456,71987
6454,82185,246053
6455,220479,77113
6456,232224,167244
6457,229467,395833
6458,191818,129791
6459,103198,192102
6460,164622,175430
6461,148186,413362
6462,55956,340984
6463,197094,72075
6464,211139,153726
6465,224850,255172
6466,150972,209774
6467,126932,147314
6468,128589,223035
6469,178786,221789
6470,42999,140669
6471,37518,362855
6472,205909,115992
6473,2745,365834
6474,160684,363012
6475,8896,136078
6476,146982,252666
6477,88579,242150
6478,240623,248430
6479,166316,225397
6480,80085,401549
6481,132111,318934
6482,129768,253054
6483,87851,179158
6484,94592,103238
6485,154697,238096
6486,231870,246831
6487,114315,229418
6488,167678,347334
6489,57639,238981
6490,208984,67411
6491,234946,264984
6492,114915,256564
6493,149896,387433
6494,145183,324061
6495,72183,288785
6496,48361,45237
6497,67154,215576
6498,241491,154335
6499,212984,73132
6500,47739,316048
6501,17276,227292
6502,205711,227884
6503,193548,289778
6504,243140,50550
6505,134185,268076
6506,203357,232241
6507,203212,11089
6508,214991,401202
6509,21898,73850
6510,238106,61542
6511,135145,335509
6512,95398,361438
6513,192277,14849
6514,8218,299709
6515,36488,240634
6516,173527,378961
6517,187095,147764
6518,182285,33343
6519,123782,82824
6520,14680,260769
6521,237216,23220
6522,5686,200902
6523,68702,177212
6524,65261,50467
6525,235866,90038
6526,11468,175643
6527,229257,45503
6528,39515,376033
6529,225839,22595
6530,108665,115892
6531,54403,57142
6532,210473,116954
6533,183351,315593
6534,136443,226141
6535,244431,254822
6536,125018,169062
6537,184955,352374
6538,19137,73395
6539,89975,41093
6540,58234,381934
6541,2384,95050
6542,146020,76556
6543,152131,348118
6544,82527,18817
6545,155415,358283
6546,86492,183846
6547,117359,383438
6548,193699,41616
6549,21259,262183
6550,193936,53922
6551,123201,102677
6552,156505,128020
6553,223713,72330
6554,156564,56372
6555,160623,408916
6556,9357,144768
6557,14174,306808
6558,141327,37133
6559,234620,26631
6560,67001,49981
6561,121187,106124
6562,101842,156912
6563,238963,60624
6564,220256,344778
6565,21919,46809
6566,11563,100856
6567,43197,213439
6568,246662,3028
6569,123493,355240
6570,232025,142725
6571,18235,24402
6572,33894,381291
6573,60673,339834
6574,224651,156015
6575,71960,230448
6576,212847,430033
6577,38581,141305
6578,86398,212342
6579,75700,306536
6580,158813,221790
6581,153470,297360
6582,39721,196974
6583,36900,297874
6584,122574,99606
6585,66554,30640
6586,182705,255403
6587,27167,422906
6588,32701,277855
6589,91211,377476
6590,113280,288097
6591,20310,203833
6592,64363,367863
6593,88351,415217
6594,80000,201820
6595,185165,7232
6596,163539,212090
6597,10327,407076
6598,4019,122075
6599,172000,289546
6600,223485,19340
6601,147570,224568
6602,186985,189002
6603,78213,152630
6604,18786,45923
6605,64085,387289
6606,239193,342294
6607,50297,126608
6608,24801,299178
6609,143160,207897
6610,117959,54944
6611,122743,147556
6612,100451,222714
6613,2770,417642
6614,141207,99306
6615,182493,363445
6616,113675,22728
6617,170639,1729
6618,219314,103182
6619,218747,426639
6620,170898,166572
6621,164975,76447
6622,96674,29304
6623,39522,143590
6624,141608,57054
6625,175903,318977
6626,176979,358362
6627,246929,85008
6628,14587,266978
6629,76878,239657
6630,33846,191433
6631,188972,331109
6632,168328,259131
6633,42408,218140
6634,142429,252056
6635,236919,147309
6636,51591,236923
6637,240222,77545
6638,208835,344598
6639,187343,351565
6640,236413,363442
6641,17145,331892
6642,244248,402584
6643,111046,420845
6644,83956,22941
6645,56572,663
6646,131862,154728
6647,133674,331634
6648,170832,352763
6649,148840,366489
6650,241028,356046
6651,47811,105177
6652,21762,36120
6653,129363,393256
6654,7687,24386
6655,205910,380276
6656,6386,357654
6657,217573,284165
6658,116794,67054
6659,94367,27613
6660,185396,24044
6661,73377,124744
6662,6812,128290
6663,30341,322028
6664,174202,252757
6665,40275,144811
6666,106014,178359
6667,176662,84619
6668,69304,309742
6669,207575,138158
6670,172788,287030
6671,217959,366173
6672,203911,267996
6673,168528,367895
6674,56515,155409
6675,43015,413515
6676,28162,370488
6677,88597,411928
6678,7593,313736
6679,148708,363659
6680,242723,198239
6681,120375,183543
6682,222593,294012
6683,90027,88846
6684,120697,395089
6685,73900,23586
6686,77452,33184
6687,34880,398403
6688,102410,173147
6689,236477,54054
6690,18483,63524
6691,186271,286934
6692,6783,68021
6693,68825,349232
6694,6583,66207
6695,191583,220385
6696,24356,114143
6697,142594,379087
6698,83637,352561
6699,73942,402529
6700,141755,80308
6701,222899,262657
6702,177327,206499
6703,28426,414467
6704,45114,109289
6705,126964,41926
6706,70917,81695
6707,212591,188813
6708,194229,320531
6709,231794,264923
6710,126487,261257
6711,52233,89556
6712,64602,80893
6713,111783,384341
6714,84848,258014
6715,81462,414784
6716,165337,26200
6717,95773,297201
6718,8672,106033
6719,58657,422747
6720,91431,366367
6721,207320,183144
6722,227924,415276
6723,69285,329491
6724,225066,268102
6725,114264,106183
6726,90780,39461
6727,70472,347127
6728,147800,291061
6729,113155,2372
6730,236032,328512
6731,229087,227046
6732,103982,342221
6733,215022,279369
6734,168354,123902
6735,178525,302683
6736,55928,96934
6737,123634,197907
6738,94772,79905
6739,44531,276614
6740,17020,411664
6741,147366,166593
6742,27134,37533
6743,100305,418647
6744,193440,247731
6745,82221,293105
6746,77811,221547
6747,206912,302850
6748,76077,300485
6749,48230,324165
6750,243618,342891
6751,79399,183192
6752,212659,148619
6753,227234,103779
6754,172772,115413
6755,85303,16022
6756,12455,42778
6757,122197,3706
6758,181053,379769
6759,53110,428495
6760,91468,192585
6761,101614,56005
6762,105151,420253
6763,120907,326252
6764,230233,128547
6765,142786,263902
6766,242276,414990
6767,215872,7576
6768,69030,283259
6769,146455,56526
6770,232246,104963
6771,171490,388383
6772,17888,423241
6773,8711,267877
6774,5527,104278
6775,105704,320353
6776,12323,131074
6777,97297,2927
6778,236345,336338
6779,191784,241481
6780,209924,141119
6781,135422,207983
6782,170284,68748
6783,99152,111178
6784,31239,-1245
6785,138559,97393
6786,81755,300461
6787,96614,425117
6788,59358,401861
6789,177933,401497
6790,237593,345273
6791,147182,85841
6792,91050,413852
6793,143863,124357
6794,135345,360658
6795,216592,421485
6796,141848,119427
6797,12436,127259
6798,128370,267752
6799,14159,13146
6800,87667,133249
6801,60237,23259
6802,90821,132480
6803,212145,308897
6804,144955,189263
6805,136607,218044
6806,63142,387215
6807,24943,12003
6808,35800,116614
6809,146196,66189
6810,148124,240381
6811,34021,26619
6812,41385,277962
6813,140660,113352
6814,133078,198488
6815,159526,12993
6816,56124,243251
6817,247583,163565
6818,102508,293464
6819,183835,298403
6820,39092,306187
6821,240935,353619
6822,241675,5223
6823,78838,118367
6824,66273,227084
6825,73306,272780
6826,21606,11362
6827,24331,3466
6828,114251,197552
6829,205428,416489
6830,205368,115194
6831,102418,367366
6832,178363,31098
6833,65417,428733
6834,227762,98237
6835,81141,128132
6836,86884,272605
6837,246357,1343
6838,49877,270435
6839,238684,133217
6840,239625,129726
6841,205695,289093
6842,87362,404827
6843,74767,327123
6844,201467,266948
6845,224883,198586
6846,178097,168020
6847,60189,38588
6848,71223,15983
6849,21400,399320
6850,139991,263570
6851,192190,109659
6852,216541,239742
6853,162044,76299
6854,172745,50001
6855,235325,67698
6856,146587,104202
6857,39264,301104
6858,63154,377755
6859,136370,258582
6860,230323,402102
6861,13425,7962
6862,177631,75082
6863,191473,47711
6864,77679,408265
6865,15060,292045
6866,61554,291792
6867,21929,135131
6868,90552,407889
6869,235332,299323
6870,54293,55651
6871,79618,228866
6872,200894,348852
6873,202009,103804
6874,237117,412837
6875,71977,314399
6876,6716,248590
6877,216725,65487
6878,220267,278014
6879,3972,301261
6880,129254,4858
6881,124924,283353
6882,9313,402938
6883,194913,15028
6884,108586,54524
6885,190863,312359
6886,188806,304696
6887,107771,54534
6888,130805,70629
6889,153235,221009
6890,51504,259356
6891,31644,317578
6892,87314,319595
6893,39896,152264
6894,62563,288680
6895,23732,45578
6896,192574,287237
6897,175772,375539
6898,59142,214077
6899,57037,148125
6900,97508,69304
6901,195184,156875
6902,51662,136647
6903,57926,297451
6904,150928,402868
6905,50129,179424
6906,202565,299343
6907,191609,391368
6908,135812,146759
6909,84398,48641
6910,35593,2135
6911,24948,225380
6912,153760,239214
6913,72020,302486
6914,52884,79571
6915,120898,231863
6916,215128,10364
6917,78767,108997
6918,214593,307519
6919,37436,28585
6920,216161,320720
6921,129254,230467
6922,34593,17383
6923,9944,8832
6924,63887,141277
6925,181179,337273
6926,32581,323988
6927,95671,14435
6928,43208,89223
6929,101743,99707
6930,183203,125943
6931,165532,264882
6932,241776,31006
6933,151428,198281
6934,98240,42059
6935,156552,49157
6936,12338,260137
6937,202623,315079
6938,146858,222281
6939,163757,99992
6940,198425,59975
6941,150085,163708
6942,91632,296260
6943,87797,164463
6944,191152,243589
6945,64183,285510
6946,14571,294710
6947,98392,40513
6948,24937,163074
6949,5420,176384
6950,173787,105607
6951,28212,302103
6952,103644,399398
6953,229282,3624
6954,105006,423047
6955,176841,206299
6956,148545,193419
6957,40228,323693
6958,8051,227407
6959,171526,371606
6960,228979,372937
6961,233023,270524
6962,187593,397063
6963,138984,366840
6964,103589,193697
6965,180721,94828
6966,61517,48602
6967,31902,26253
6968,247786,193935
6969,221850,174507
6970,109754,112898
6971,21495,33324
6972,217038,45680
6973,240092,431883
6974,156557,244337
6975,211771,166710
6976,195416,87469
6977,107353,386424
6978,46890,30798
6979,192854,149528
6980,86465,375596
6981,68250,423445
6982,45287,313359
6983,84930,372870
6984,241889,95811
6985,246819,220875
6986,85591,130747
6987,200208,90725
6988,140173,326540
6989,195859,373392
6990,247676,32285
6991,214062,340556
6992,99156,403115
6993,77876,95699
6994,167954,115599
6995,40440,225210
6996,124255,208501
6997,128903,48942
6998,128125,89993
6999,114133,55074
7000,11058,369343
7001,59483,292384
7002,181458,132801
7003,105186,124528
7004,59201,345540
7005,241089,109008
7006,154046,271138
7007,247408,44804
7008,91482,251933
7009,186163,100292
7010,192331,246400
7011,75796,324939
7012,234587,383478
7013,141897,90607
7014,190006,78260
7015,33761,307910
7016,42114,425827
7017,230135,251466
7018,228178,376701
7019,129179,329167
7020,44014,175491
7021,96946,160386
7022,227847,92187
7023,87917,205692
7024,213473,412730
7025,71151,227152
7026,129195,231263
7027,199510,366123
7028,189340,337704
7029,207957,136667
7030,159275,354735
7031,110166,4712
7032,125990,397603
7033,77968,80243
7034,137977,285732
7035,225900,173772
7036,91290,349293
7037,220094,221710
7038,39562,397550
7039,29633,217291
7040,102095,384569
7041,135891,298684
7042,37132,72658
7043,156619,172395
7044,147240,326471
7045,32522,274462
7046,101378,118039
7047,228762,427576
7048,147007,246128
7049,20972,150572
7050,114494,125139
7051,114372,218866
7052,195836,193009
7053,237396,129194
7054,232356,193537
7055,130096,213745
7056,240484,337709
7057,226611,270428
7058,186260,255953
7059,38684,254161
7060,125625,248586
7061,236714,355305
7062,215234,57620
7063,221924,52758
7064,143731,29990
7065,122197,291990
7066,33213,296013
7067,129286,278906
7068,76509,427860
7069,80299,84209
7070,239464,243778
7071,234583,55982
7072,58983,416622
7073,156025,78932
7074,170013,28654
7075,210543,385238
7076,2854,423604
7077,74602,318965
7078,123326,71687
7079,71240,154958
7080,132244,321111
7081,78161,378042
7082,137966,378205
7083,242095,311773
7084,82025,282324
7085,60135,329421
7086,62866,320692
7087,55747,103437
7088,54659,34409
7089,139653,105622
7090,35455,386888
7091,226703,186229
7092,63810,233773
7093,39540,344801
7094,121070,319140
7095,188548,115409
7096,65519,418755
7097,35080,73247
7098,204045,189324
7099,135972,424582
7100,234698,25155
7101,21377,322023
7102,212319,272130
7103,246464,125351
7104,21986,188687
7105,158118,92775
7106,52571,414752
7107,246979,115971
7108,238857,100340
7109,102900,8838
7110,111588,318162
7111,116989,409545
7112,8502,26908
7113,234573,75255
7114,107171,192558
7115,223000,174529
7116,212046,161467
7117,80761,332958
7118,173319,53649
7119,188911,330540
7120,137670,414317
7121,140645,206794
7122,59453,186560
7123,125709,181273
7124,127726,54279
7125,226764,303890
7126,19784,245805
7127,239346,305482
7128,78815,416017
7129,160968,60140
7130,94782,205746
7131,166548,336198
7132,56688,92463
7133,206612,104708
7134,37493,39761
7135,64246,208626
7136,5578,233754
7137,236875,106106
7138,212711,88498
7139,190695,386028
7140,82982,380038
7141,176249,99176
7142,232303,243843
7143,13711,256673
7144,151838,36376
7145,241674,218987
7146,143179,117324
7147,132801,151292
7148,113602,317584
7149,219426,123972
7150,242079,379616
7151,203861,430553
7152,105822,393433
7153,52117,236376
7154,114290,154523
7155,102395,355009
7156,20416,198978
7157,128907,398035
7158,215052,235348
7159,55388,222480
7160,158358,336724
7161,243629,183226
7162,108059,179332
7163,46114,27493
7164,204364,191108
7165,140011,178342
7166,246618,173664
7167,228714,408712
7168,132482,213126
7169,227362,407536
7170,134943,125724
7171,7977,134719
7172,211001,336530
7173,31759,401249
7174,94627,345721
7175,135076,315124
7176,154615,116699
7177,6489,353428
7178,71974,211729
7179,163552,418368
7180,196563,24117
7181,83420,371229
7182,42307,168081
7183,181519,193542
7184,37243,132992
7185,70883,8337
7186,29643,256389
7187,52246,403792
7188,246700,83027
7189,30530,374461
7190,24688,277097
7191,151789,205953
7192,154227,260693
7193,208033,94686
7194,144581,350124
7195,17729,269050
7196,71394,118965
7197,156978,375341
7198,27281,59481
7199,35021,73266
7200,28627,133381
7201,82635,403400
7202,32767,205607
7203,17541,156505
7204,133141,13767
7205,100321,183712
7206,36853,302062
7207,11794,16661
7208,182040,118603
7209,31028,304843
7210,60410,283858
7211,58503,201436
7212,61175,244108
7213,74766,228409
7214,245687,22686
7215,75108,262466
7216,98923,44328
7217,83063,105739
7218,147929,65475
7219,71531,350390
7220,236217,162578
7221,100956,120394
7222,235657,69028
7223,84973,146179
7224,136269,10065
7225,34288,75231
7226,66104,191681
7227,100259,43797
7228,97594,119203
7229,125463,184110
7230,6466,93406
7231,188631,56970
7232,115313,181558
7233,104952,147381
7234,188318,183342
7235,183304,414571
7236,158247,138337
7237,220497,422317
7238,10985,100228
7239,151402,89146
7240,13571,366997
7241,57689,320530
7242,203062,314445
7243,77975,308298
7244,173218,176487
7245,6190,281485
7246,33880,334483
7247,119803,214727
7248,81313,136219
7249,89242,87808
7250,109791,234714
7251,97332,12789
7252,219987,188274
7253,146390,254754
7254,198039,174266
7255,71724,349960
7256,33381,281445
7257,221159,208203
7258,62617,26556
7259,206217,130362
7260,91078,116588
7261,152315,40513
7262,91064,349029
7263,59241,200590
7264,51422,286637
7265,180452,382247
7266,86345,269557
7267,38981,110709
7268,239337,274235
7269,153236,419045
7270,212619,385192
7271,145224,62912
7272,229730,422139
7273,47569,75033
7274,195235,328433
7275,157176,263359
7276,120723,227857
7277,145492,186
7278,119763,43496
7279,34664,67433
7280,10098,26922
7281,20780,288091
7282,186310,418999
7283,141914,42794
7284,84756,33660
7285,116977,349008
7286,50186,243783
7287,62789,32784
7288,56387,74493
7289,184224,372219
7290,129397,128758
7291,74393,124147
7292,204361,53788
7293,211176,426099
7294,240386,90909
7295,181879,328742
7296,240521,174031
7297,124727,327105
7298,239304,34134
7299,196368,398459
7300,209769,149744
7301,175573,415575
7302,52251,400227
7303,223470,361113
7304,235076,84979
7305,155304,52391
7306,110833,269347
7307,155890,198035
7308,73671,417335
7309,65187,356314
7310,8044,265988
7311,167134,361609
7312,58139,286187
7313,229613,209993
7314,246498,402733
7315,185198,281375
7316,38288,52429
7317,87476,232576
7318,143220,124243
7319,141510,100762
7320,106782,157619
7321,156328,343402
7322,227985,345647
7323,208890,261446
7324,187697,209385
7325,83650,145354
7326,133600,343911
7327,5437,419440
7328,222542,409177
7329,58979,147838
7330,174898,153700
7331,104668,139723
7332,61742,24164
7333,138233,349239
7334,152939,122031
7335,184460,108084
7336,23109,307810
7337,209047,206637
7338,160936,414660
7339,175141,231555
7340,142776,426901
7341,120696,87490
7342,206695,147764
7343,197232,36639
7344,61793,266255
7345,133548,165967
7346,166671,352343
7347,83255,342605
7348,4332,8823
7349,154924,204290
7350,120947,14506
7351,10526,58938
7352,44109,276616
7353,168101,166785
7354,242995,114968
7355,92636,298371
7356,218198,352730
7357,227176,111721
7358,234849,129734
7359,160653,421256
7360,37571,41341
7361,218684,134315
7362,85870,208177
7363,139691,276335
7364,132952,7765
7365,181353,323135
7366,52498,106172
7367,118209,49886
7368,28542,100321
7369,189164,304092
7370,88686,406370
7371,222902,343761
7372,66162,212763
7373,77985,342538
7374,132060,127270
7375,141879,216698
7376,65227,263886
7377,125787,239190
7378,32886,298861
7379,58773,11033
7380,229052,256745
7381,214497,200581
7382,73422,152436
7383,3203,219567
7384,37780,61464
7385,187384,360569
7386,69349,170328
7387,129471,410894
7388,66245,409753
7389,230913,103843
7390,66772,186183
7391,42040,353064
7392,210787,339536
7393,27488,306363
7394,201449,74681
7395,210398,373023
7396,120274,149854
7397,56633,251461
7398,9725,49264
7399,121373,238111
7400,141507,5473
7401,179395,90892
7402,62684,204607
7403,240355,387010
7404,238662,37235
7405,149546,217087
7406,84592,279304
7407,58693,38239
7408,227430,285016
7409,85200,231031
7410,122232,345266
7411,239386,245694
7412,74428,344632
7413,217965,13492
7414,60923,50866
7415,101421,176302
7416,106708,272102
7417,135368,427341
7418,239313,411655
7419,47501,89020
7420,67724,383014
7421,190352,111574
7422,117947,158105
7423,48584,238963
7424,70876,78996
7425,18873,229211
7426,173069,409820
7427,126931,208410
7428,179188,72588
7429,97988,86
7430,135073,363921
7431,78921,116277
7432,123294,216581
7433,168093,197627
7434,118195,206976
7435,89652,61105
7436,16482,56885
7437,76020,207296
7438,83697,331271
7439,88489,346653
7440,211710,360279
7441,212773,229217
7442,238251,258112
7443,205180,418457
7444,120678,312876
7445,28769,246911
7446,207393,213330
7447,48614,217580
7448,202335,33406
7449,186856,102240
7450,217815,25366
7451,88972,98279
7452,189280,240657
7453,182620,394120
7454,77753,27996
7455,198737,44679
7456,30446,210476
7457,205278,255234
7458,188999,406965
7459,8437,107865
7460,245174,46060
7461,153104,400763
